UniProtID,N_Pockets,Score,Probability,Gene,Length,Protein
Q8IB71,0,0.0,0.0,PF3D7_0823700,66.0,"Mitochondrial import receptor subunit TOM7, putative"
Q8IB72,7,4.69,0.205,PF3D7_0823800,655.0,"DnaJ protein, putative"
Q8IB73,3,48.22,0.977,PF3D7_0823900,318.0,Dicarboxylate/tricarboxylate carrier
Q8IB74,1,1.65,0.027,PF3D7_0824000,807.0,Uncharacterized protein
Q8IB75,7,13.04,0.672,PF3D7_0824100,406.0,"Exonuclease, putative (EC 3.1.11.1, EC 3.1.11.2)"
Q8IB77,6,3.08,0.103,PF3D7_0824300,773.0,"GTP-binding protein Obg2, putative"
Q8IB78,8,36.23,0.955,PF3D7_0824400,585.0,Nucleoside transporter 2
Q8IB79,2,2.94,0.095,PF3D7_0824500,373.0,Uncharacterized protein
Q8IB82,11,6.04,0.298,PF3D7_0824800,1276.0,CCAAT-binding factor domain-containing protein
Q8IB83,16,8.88,0.476,PF3D7_0824900,978.0,Uncharacterized protein
Q8IB85,2,2.3,0.059,PF3D7_0825100,186.0,"Ankyrin-repeat protein, putative"
Q8IB86,0,0.0,0.0,PF3D7_0825200,165.0,Translation initiation factor IF-3
Q8IB87,0,0.0,0.0,PF3D7_0825300,148.0,"SAYSvFN domain-containing protein, putative"
Q8IB88,4,2.46,0.067,PF3D7_0825500,630.0,"Protein KRI1, putative"
Q8IB89,1,1.52,0.022,PF3D7_0825600,85.0,"Cytochrome c oxidase assembly factor 5, putative"
Q8IB90,0,0.0,0.0,PF3D7_0825700,305.0,"Crystalloid-specific PH domain-containing protein, putative"
Q8IB92,3,1.6,0.025,PF3D7_0825900,637.0,Uncharacterized protein
Q8IB93,6,5.72,0.277,PF3D7_0826000,1172.0,RRM domain-containing protein
Q8IB95,6,6.6,0.335,PF3D7_0826200,602.0,"Alpha/beta hydrolase, putative"
Q8IB96,5,6.58,0.333,PF3D7_0826300,445.0,"SPRY domain, putative"
Q8IB97,6,13.81,0.7,PF3D7_0826400,317.0,Alkyl transferase (EC 2.5.1.-)
Q8IB99,3,1.61,0.026,PF3D7_0826600,276.0,"SNARE protein, putative"
Q8IBA0,5,14.81,0.735,PF3D7_0826700,323.0,Receptor for activated c kinase
Q8IBA2,19,10.17,0.547,PF3D7_0827000,1289.0,"ATP-dependent RNA helicase DBP10, putative (EC 3.6.4.13)"
Q8IBA3,11,8.62,0.46,PF3D7_0827100,1397.0,"Translation initiation factor IF-2, putative"
Q8IBA4,0,0.0,0.0,PF3D7_0827200,1004.0,Uncharacterized protein
Q8IBA5,2,1.71,0.03,PF3D7_0827300,833.0,Uncharacterized protein
Q8IBA6,0,0.0,0.0,PF3D7_0827400,218.0,Uncharacterized protein
Q8IBA8,4,5.1,0.234,PF3D7_0827600,1684.0,S1 motif domain-containing protein
Q8IBA9,8,21.67,0.873,PF3D7_0827700,943.0,"Magnesium transporter, putative"
Q8IBB0,23,23.63,0.891,PF3D7_0827800,2399.0,"SET domain protein, putative (EC 2.1.1.43)"
Q8IBB3,22,18.65,0.827,PF3D7_0828200,1481.0,leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase)
Q8IBB4,1,1.39,0.017,PF3D7_0828300,552.0,Uncharacterized protein
Q8IBB5,11,8.55,0.457,PF3D7_0828400,589.0,"Mitochondrial inner membrane protein OXA1, putative"
Q8IBB6,4,10.69,0.574,PF3D7_0828500,342.0,Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha)
Q8IBB7,15,20.39,0.854,PF3D7_0828600,505.0,Folate transporter 1 (PfFT1)
Q8IBB8,0,0.0,0.0,PF3D7_0828700,1033.0,Uncharacterized protein MAL8P1.12
Q8IBB9,10,5.15,0.238,PF3D7_0828800,738.0,GPI-anchored micronemal antigen
Q8IBC0,1,5.23,0.243,PF3D7_0828900,185.0,Uncharacterized protein
Q8IBC1,33,16.25,0.774,PF3D7_0829000,1907.0,CCAAT-box DNA binding protein subunit B
Q8IBC3,0,0.0,0.0,PF3D7_0829200,272.0,Prohibitin
Q8IBC9,1,0.62,0.001,PF3D7_0830300,388.0,Sporozoite invasion-associated protein 2
Q8IBD0,0,0.0,0.0,PF3D7_0830400,137.0,"CRA domain-containing protein, putative"
Q8IBD1,5,3.98,0.158,PF3D7_0830500,675.0,"Sporozoite and liver stage tryptophan-rich protein, putative"
Q8IBD2,4,6.8,0.348,PF3D7_0830600,456.0,Plasmodium RESA N-terminal domain-containing protein
Q8IBD3,3,2.84,0.089,PF3D7_0830700,218.0,Exported protein (Hyp9)
Q8IBD4,25,14.54,0.726,PF3D7_0830800,2049.0,Surface-associated interspersed protein 8.2 (SURFIN 8.2)
Q8IBD5,5,12.14,0.64,PF3D7_0830900,192.0,Plasmodium RESA N-terminal domain-containing protein
Q8IBD6,6,7.48,0.393,PF3D7_0831000,426.0,Plasmodium RESA N-terminal domain-containing protein
Q8IBD8,33,11.61,0.618,PF3D7_0733000,2595.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBD9,0,0.0,0.0,PF3D7_0732900,339.0,Rifin
Q8IBE2,0,0.0,0.0,PF3D7_0732400,382.0,Rifin
Q8IBE3,1,1.4,0.018,PF3D7_0732300,338.0,Rifin
Q8IBE4,0,0.0,0.0,PF3D7_0732200,366.0,Rifin
Q8IBE5,1,12.17,0.641,PF3D7_0732000,296.0,Stevor
Q8IBE7,2,9.23,0.494,PF3D7_0731700,196.0,Uncharacterized protein
Q8IBE8,12,12.91,0.667,PF3D7_0731500,1502.0,Erythrocyte binding antigen-175
Q8IBE9,4,8.49,0.453,PF3D7_0731300,317.0,Plasmodium RESA N-terminal domain-containing protein
Q8IBF0,4,10.74,0.576,PF3D7_0731200,309.0,Fam-b protein
Q8IBF1,18,14.63,0.729,PF3D7_0731100,890.0,EMP1-trafficking protein
Q8IBF2,7,78.61,0.993,PF3D7_0730900,2110.0,EMP1-trafficking protein
Q8IBF3,8,5.33,0.252,PF3D7_0730800,293.0,Uncharacterized protein
Q8IBF5,1,0.63,0.001,PF3D7_0730400,158.0,"IMP1-like protein, putative"
Q8IBF6,6,22.86,0.884,PF3D7_0730300,1331.0,"AP2 domain transcription factor AP2-L, putative"
Q8IBF8,5,6.44,0.325,PF3D7_0730200,858.0,AP complex subunit beta
Q8IBF9,15,19.44,0.839,PF3D7_0730100,868.0,"tRNA pseudouridine synthase D, putative (EC 5.4.99.12)"
Q8IBG0,0,0.0,0.0,PF3D7_0730000,116.0,Uncharacterized protein
Q8IBG2,2,2.83,0.088,PF3D7_0729800,97.0,"Dynein light chain, putative"
Q8IBG3,21,21.7,0.873,PF3D7_0729700,802.0,MYND-type domain-containing protein
Q8IBG5,4,5.0,0.227,PF3D7_0729400,416.0,"Ribosome biogenesis protein BRX1, putative"
Q8IBG6,3,1.89,0.038,PF3D7_0729300,888.0,"60S ribosomal export protein NMD3, putative"
Q8IBH0,8,20.91,0.864,PF3D7_0728800,466.0,Uncharacterized protein
Q8IBH1,4,11.47,0.612,PF3D7_0728700,720.0,"Alpha/beta hydrolase, putative"
Q8IBH2,10,10.62,0.57,PF3D7_0728600,2162.0,"RING zinc finger protein, putative"
Q8IBH3,0,0.0,0.0,PF3D7_0728400,126.0,FAD assembly factor SdhE
Q8IBH4,2,2.75,0.083,PF3D7_0728300,211.0,Uncharacterized protein
Q8IBH5,8,15.37,0.752,PF3D7_0728200,552.0,"Actin-like protein, putative"
Q8IBH7,3,2.49,0.069,PF3D7_0728000,329.0,Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (PfeIF2alpha)
Q8IBH8,29,10.72,0.575,PF3D7_0727900,1923.0,3'-5' exonuclease domain-containing protein
Q8IBH9,27,10.11,0.544,PF3D7_0727800,1918.0,"Cation transporting ATPase, putative (EC 3.6.3.12)"
Q8IBI0,24,17.3,0.8,PF3D7_0727700,956.0,Uncharacterized protein
Q8IBI2,8,3.28,0.114,PF3D7_0727500,707.0,"mTERF domain-containing protein, putative"
Q8IBI3,2,1.92,0.039,PF3D7_0727400,256.0,Proteasome subunit alpha type
Q8IBI4,15,7.74,0.41,PF3D7_0727300,706.0,DNA (Cytosine-5)-methyltransferase (EC 2.1.1.37)
Q8IBI5,3,16.36,0.777,PF3D7_0727200,553.0,cysteine desulfurase (EC 2.8.1.7)
Q8IBI7,9,6.86,0.353,PF3D7_0727000,1162.0,"Vacuolar protein sorting-associated protein 53, putative"
Q8IBI8,0,0.0,0.0,PF3D7_0726900,519.0,Mitochondrial import inner membrane translocase subunit TIM50
Q8IBI9,2,2.29,0.058,PF3D7_0726700,170.0,Uncharacterized protein
Q8IBJ0,2,1.71,0.03,PF3D7_0726600,688.0,Uncharacterized protein
Q8IBJ3,11,23.81,0.892,PF3D7_0726300,1330.0,"DNA mismatch repair protein PMS1, putative"
Q8IBJ5,12,17.51,0.803,PF3D7_0726100,803.0,Uncharacterized protein
Q8IBJ7,0,0.0,0.0,PF3D7_0725400,109.0,Uncharacterized protein
Q8IBJ8,8,39.79,0.963,PF3D7_0725300,793.0,WD repeat-containing protein
Q8IBJ9,1,1.41,0.018,PF3D7_0725200,148.0,"Mago nashi protein homologue, putative"
Q8IBK0,35,19.25,0.836,PF3D7_0725100,1576.0,Uncharacterized protein
Q8IBK1,3,16.09,0.77,PF3D7_0725000,1347.0,Exonuclease 1 (EC 3.1.-.-)
Q8IBK2,12,7.6,0.401,PF3D7_0724900,1897.0,"Kinesin-19, putative"
Q8IBK3,7,16.76,0.786,PF3D7_0724800,425.0,"Kelch domain-containing protein, putative"
Q8IBK6,4,9.31,0.499,PF3D7_0724600,2041.0,"Protein kinase, putative (EC 2.7.11.1)"
Q8IBK7,0,0.0,0.0,PF3D7_0724500,304.0,GAS8-like protein
Q8IBK8,0,0.0,0.0,PF3D7_0724400,115.0,"Mitochondrial import inner membrane translocase subunit TIM14, putative"
Q8IBK9,5,39.8,0.963,PF3D7_0724300,334.0,"Ubiquinone biosynthesis O-methyltransferase, putative (EC 2.1.1.64)"
Q8IBL0,3,13.77,0.699,PF3D7_0724200,427.0,"Type 2A phosphatase-associated protein 42, putative"
Q8IBL1,0,0.0,0.0,PF3D7_0724100,1003.0,Uncharacterized protein
Q8IBL4,8,7.56,0.398,PF3D7_0723900,1222.0,"RNA-binding protein, putative"
Q8IBL5,29,41.49,0.966,PF3D7_0723800,2190.0,NE-rich protein
Q8IBL6,14,18.6,0.826,PF3D7_0723700,1032.0,"Metallo-hydrolase/oxidoreductase, putative"
Q8IBL7,1,5.41,0.257,PF3D7_0723600,149.0,"Proteasome assembly chaperone 4, putative"
Q8IBL8,2,8.81,0.472,PF3D7_0723500,226.0,Dynactin subunit 5
Q8IBL9,0,0.0,0.0,PF3D7_0723400,1422.0,Uncharacterized protein
Q8IBM0,8,17.33,0.801,PF3D7_0723300,880.0,Uncharacterized protein
Q8IBM1,3,1.79,0.034,PF3D7_0723200,358.0,LamG-like jellyroll fold domain-containing protein
Q8IBM2,4,5.58,0.267,PF3D7_0723100,461.0,"Protein CPH1, putative"
Q8IBM3,2,4.67,0.204,PF3D7_0723000,299.0,tRNA(His) guanylyltransferase (EC 2.7.7.79) (tRNA-histidine guanylyltransferase)
Q8IBM4,0,0.0,0.0,PF3D7_0722900,312.0,Subpellicular microtubule protein 2
Q8IBM5,6,26.03,0.91,PF3D7_0722800,579.0,Uncharacterized protein
Q8IBM6,0,0.0,0.0,PF3D7_0722700,79.0,Uncharacterized protein
Q8IBM7,4,13.01,0.671,PF3D7_0722600,602.0,"U3 small nucleolar RNA-associated protein 7, putative"
Q8IBM8,0,0.0,0.0,PF3D7_0722500,291.0,"Pre-mRNA-splicing factor CWC15, putative"
Q8IBM9,5,4.36,0.182,PF3D7_0722400,393.0,Obg-like ATPase 1
Q8IBN0,11,37.51,0.958,PF3D7_0722300,1221.0,"Ubiquitin carboxyl-terminal hydrolase, putative (EC 3.4.19.12)"
Q8IBN1,8,7.74,0.41,PF3D7_0722200,749.0,Rhoptry-associated leucine zipper-like protein 1
Q8IBN2,1,0.93,0.004,PF3D7_0722000,245.0,RanBP2-type domain-containing protein
Q8IBN3,0,0.0,0.0,PF3D7_0721800,106.0,26S proteasome complex subunit DSS1
Q8IBN4,3,2.64,0.077,PF3D7_0721700,467.0,"Secreted ookinete protein, putative"
Q8IBN5,1,1.22,0.011,PF3D7_0721600,195.0,"40S ribosomal protein S5, putative"
Q8IBN6,16,12.22,0.643,PF3D7_0721500,779.0,Uncharacterized protein
Q8IBN7,1,7.78,0.412,PF3D7_0721400,214.0,"Rhoptry protein, putative"
Q8IBN8,7,15.54,0.756,PF3D7_0721300,899.0,ATP-dependent DNA helicase DDX31 (EC 5.6.2.-) (Probable ATP-dependent RNA helicase DDX31) (EC 5.6.2.-)
Q8IBN9,8,16.38,0.778,PF3D7_0721200,952.0,Arrestin-like N-terminal domain-containing protein
Q8IBP0,3,16.39,0.778,PF3D7_0721100,244.0,Uncharacterized protein
Q8IBP3,1,17.15,0.797,PF3D7_0720800,198.0,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)
Q8IBP4,20,22.13,0.878,PF3D7_0720700,2166.0,"Phosphoinositide-binding protein, putative"
Q8IBP6,2,1.74,0.031,PF3D7_0720600,236.0,BIR protein
Q8IBP8,6,37.34,0.958,PF3D7_0720400,642.0,"Apoptosis-inducing factor, putative"
Q8IBP9,3,10.78,0.579,PF3D7_0720300,104.0,Uncharacterized protein
Q8IBQ0,1,1.03,0.006,PF3D7_0720200,121.0,P53 and DNA damage-regulated protein 1
Q8IBQ1,0,0.0,0.0,PF3D7_0720100,255.0,"Pre-rRNA-processing protein ESF2, putative"
Q8IBQ2,0,0.0,0.0,PF3D7_0720000,195.0,"Exosome complex component CSL4, putative"
Q8IBQ4,7,3.16,0.107,PF3D7_0719800,453.0,Uncharacterized protein
Q8IBQ5,0,0.0,0.0,PF3D7_0719700,137.0,"40S ribosomal protein S10, putative"
Q8IBQ6,0,0.0,0.0,PF3D7_0719600,173.0,"60S ribosomal protein L11a, putative"
Q8IBQ8,14,22.61,0.882,PF3D7_0719400,1731.0,Liver specific protein 1
Q8IBQ9,15,30.34,0.934,PF3D7_0719300,1032.0,"Actin-related protein, putative"
Q8IBR0,0,0.0,0.0,PF3D7_0719100,179.0,"ATP synthase F0 subunit a-like protein, putative"
Q8IBR1,0,0.0,0.0,PF3D7_0719000,153.0,Uncharacterized protein
Q8IBR4,10,13.61,0.693,PF3D7_0718700,457.0,Peptidase S54 rhomboid domain-containing protein
Q8IBR6,1,0.9,0.004,PF3D7_0718500,192.0,Prefoldin subunit 3
Q8IBR7,0,0.0,0.0,PF3D7_0718400,129.0,"Mitochondrial ribosomal protein S8, putative"
Q8IBR8,48,17.33,0.801,PF3D7_0718300,2543.0,Cysteine repeat modular protein 2
Q8IBR9,20,16.89,0.79,PF3D7_0718100,2695.0,Exported serine/threonine protein kinase (EC 2.7.11.1)
Q8IBS1,6,4.72,0.207,PF3D7_0717900,449.0,Thioredoxin-like protein
Q8IBS2,5,9.89,0.532,PF3D7_0717800,1530.0,Uncharacterized protein
Q8IBS3,6,17.56,0.804,PF3D7_0717700,539.0,serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase)
Q8IBS5,10,8.91,0.477,PF3D7_0717500,528.0,Calcium-dependent protein kinase 4 (EC 2.7.11.1) (PfCDPK4)
Q8IBS6,10,19.63,0.842,PF3D7_0717400,751.0,"Queuine tRNA-ribosyltransferase, putative (EC 2.4.2.29)"
Q8IBT1,7,28.06,0.923,PF3D7_0716900,322.0,Drug/metabolite transporter DMT2 (EC 3.6.3.44)
Q8IBT2,5,19.05,0.834,PF3D7_0716800,327.0,Eukaryotic translation initiation factor 3 subunit I (eIF3i)
Q8IBT3,11,4.8,0.213,PF3D7_0716700,1005.0,Heptatricopeptide repeat-containing protein
Q8IBT4,5,11.73,0.623,PF3D7_0716600,546.0,Cysteine desulfurase SufS (PfSufS) (EC 2.8.1.7)
Q8IBT7,2,9.73,0.523,PF3D7_0716300,522.0,CCAAT-box DNA binding protein subunit B
Q8IBT8,10,16.91,0.791,PF3D7_0716200,832.0,"PDCD2 domain-containing protein, putative"
Q8IBT9,8,2.39,0.063,PF3D7_0716100,1069.0,"Protein SDA1, putative"
Q8IBU0,5,1.61,0.026,PF3D7_0716000,1125.0,"RNA-binding protein, putative"
Q8IBU1,9,11.6,0.617,PF3D7_0715900,556.0,"Cation diffusion facilitator family protein, putative"
Q8IBU2,7,16.08,0.77,PF3D7_0715800,434.0,"Drug/metabolite transporter DMT1, putative"
Q8IBU3,1,1.53,0.023,PF3D7_0715700,119.0,Uncharacterized protein
Q8IBU4,12,7.36,0.385,PF3D7_0715600,754.0,"GTP-binding translation elongation factor tu family protein, putative"
Q8IBU5,0,0.0,0.0,PF3D7_0715500,71.0,"ATP synthase subunit epsilon, mitochondrial, putative (EC 3.6.3.14)"
Q8IBU8,13,10.8,0.579,PF3D7_0715200,2206.0,Uncharacterized protein
Q8IBU9,0,0.0,0.0,PF3D7_0715100,108.0,"c-Myc-binding protein, putative"
Q8IBV0,3,7.35,0.384,PF3D7_0715000,322.0,4-nitrophenylphosphatase (EC 3.1.3.41)
Q8IBV1,2,3.92,0.154,PF3D7_0714600,575.0,Uncharacterized protein
Q8IBV2,3,1.48,0.021,PF3D7_0714500,403.0,"Transcription elongation factor s-II, putative"
Q8IBV3,1,7.53,0.396,PF3D7_0714400,256.0,"Calmodulin, putative"
Q8IBV4,7,21.44,0.87,PF3D7_0714300,1321.0,protein S-acyltransferase (EC 2.3.1.225)
Q8IBV5,0,0.0,0.0,PF3D7_0714200,1361.0,Uncharacterized protein
Q8IBV6,0,0.0,0.0,PF3D7_0714100,682.0,Cilia- and flagella-associated protein 91
Q8IBV7,0,0.0,0.0,PF3D7_0714000,123.0,Histone H2B
Q8IBV9,1,2.71,0.081,PF3D7_0713800,240.0,"Negative elongation factor A, putative"
Q8IBW2,22,31.99,0.941,PF3D7_0713500,954.0,Uncharacterized protein
Q8IBW3,9,16.69,0.785,PF3D7_0713400,357.0,GPCR-like receptor SR25
Q8IBW5,3,3.81,0.148,PF3D7_0713100,231.0,Pfmc-2TM Maurer's cleft two transmembrane protein
Q8IBW6,0,0.0,0.0,PF3D7_0713000,346.0,Rifin
Q8IBW7,31,12.15,0.64,PF3D7_0712900,2192.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBW8,28,19.86,0.846,PF3D7_0712800,2239.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBW9,21,15.46,0.754,PF3D7_0712600,2215.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBX0,27,13.8,0.7,PF3D7_0712400,2064.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBX1,35,23.67,0.891,PF3D7_0712300,2267.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBX2,33,21.94,0.875,PF3D7_0712000,2275.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBX3,32,13.95,0.705,PF3D7_0711700,2215.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8IBX6,2,1.31,0.014,PF3D7_0711400,728.0,"Histone deacetylase complex subunit SAP18, putative"
Q8IBX7,0,0.0,0.0,PF3D7_0711300,119.0,Uncharacterized protein
Q8IBX8,14,3.58,0.133,PF3D7_0711200,1000.0,Heptatricopeptide repeat-containing protein
Q8IBX9,1,20.16,0.851,PF3D7_0711100,237.0,Uncharacterized protein
Q8IBY1,3,9.7,0.522,PF3D7_0710900,399.0,"50S ribosomal protein L1, mitochondrial, putative"
Q8IBY2,0,0.0,0.0,PF3D7_0710800,376.0,"Protein transport protein USE1, putative"
Q8IBY3,0,0.0,0.0,PF3D7_0710700,201.0,Uncharacterized protein
Q8IBY4,0,0.0,0.0,PF3D7_0710600,150.0,60S ribosomal protein L34
Q8IBY5,1,1.47,0.02,PF3D7_0710500,255.0,Uncharacterized protein
Q8IBY9,1,2.28,0.057,PF3D7_0710100,459.0,EF-hand domain-containing protein
Q8IBZ1,24,11.06,0.593,PF3D7_0709900,2310.0,Uncharacterized protein
Q8IBZ2,6,14.69,0.731,PF3D7_0709700,368.0,Prodrug activation and resistance esterase (EC 3.1.-.-)
Q8IBZ4,0,0.0,0.0,PF3D7_0709500,135.0,Uncharacterized protein
Q8IBZ5,10,35.33,0.953,PF3D7_0709400,1281.0,Cg7 protein
Q8IBZ7,3,3.14,0.106,PF3D7_0709200,272.0,Glutaredoxin-like protein (EC 1.11.1.15)
Q8IBZ8,17,30.15,0.934,PF3D7_0709100,1248.0,Cg1 protein
Q8IBZ9,9,36.65,0.956,PF3D7_0709000,424.0,Chloroquine resistance transporter (PfCRT) (Probable transporter cg10)
Q8IC00,1,0.68,0.001,PF3D7_0708900,317.0,"Protein SCO1, putative"
Q8IC01,9,14.73,0.733,PF3D7_0708800,873.0,Heat shock protein 110
Q8IC02,1,2.56,0.073,PF3D7_0708700,228.0,Cg8 protein
Q8IC03,0,0.0,0.0,PF3D7_0708600,252.0,"Inner membrane complex protein 1d, putative"
Q8IC04,1,1.46,0.02,PF3D7_0708500,912.0,Heat shock protein 86 family protein
Q8IC05,6,19.02,0.833,PF3D7_0708400,745.0,Heat shock protein 90
Q8IC06,1,6.59,0.334,PF3D7_0708300,229.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IC07,7,28.13,0.923,PF3D7_0708200,954.0,Uncharacterized protein
Q8IC08,0,0.0,0.0,PF3D7_0708100,69.0,"DNA-directed RNA polymerases I, II, and III subunit RPABC5"
Q8IC10,0,0.0,0.0,PF3D7_0707900,259.0,Ribosome biogenesis protein NSA2 homolog
Q8IC11,20,23.67,0.891,PF3D7_0707800,1183.0,"RAP protein, putative"
Q8IC12,4,3.36,0.119,PF3D7_0707700,961.0,E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CHIP)
Q8IC13,0,0.0,0.0,PF3D7_0707600,244.0,"Mediator of RNA polymerase II transcription subunit 10, putative"
Q8IC14,30,44.76,0.972,PF3D7_0707500,1601.0,Inositol-pentakisphosphate 2-kinase
Q8IC16,9,20.49,0.856,PF3D7_0705400,821.0,DNA helicase (EC 3.6.4.12)
Q8IC17,4,9.9,0.532,PF3D7_0705300,825.0,Origin recognition complex subunit 2
Q8IC18,34,32.32,0.942,PF3D7_0705200,1532.0,Heptatricopeptide repeat-containing protein
Q8IC19,8,12.98,0.67,PF3D7_0705100,989.0,Uncharacterized protein PF07_0021
Q8IC20,9,23.75,0.892,PF3D7_0705000,1213.0,mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)
Q8IC21,4,9.63,0.518,PF3D7_0704900,372.0,Peptide chain release factor 2 (EC 3.1.1.29)
Q8IC22,17,14.21,0.715,PF3D7_0704800,1297.0,"Protein phosphatase PPM12, putative"
Q8IC23,23,25.95,0.91,PF3D7_0704700,1337.0,"Phosphopantetheine adenylyltransferase, putative (EC 2.7.7.3)"
Q8IC26,10,18.79,0.83,PF3D7_0704400,1010.0,"Phosphoinositide-binding protein, putative"
Q8IC28,12,15.46,0.754,PF3D7_0704200,1193.0,"tRNA m5C-methyltransferase, putative (EC 2.1.1.29)"
Q8IC32,8,6.98,0.36,PF3D7_0703800,1058.0,Leucine-rich repeat and coiled-coil domain-containing protein PF3D7_0703800
Q8IC33,4,11.63,0.619,PF3D7_0703700,249.0,TNFR-Cys domain-containing protein
Q8IC35,15,6.65,0.338,PF3D7_0703500,2299.0,Erythrocyte membrane-associated antigen
Q8IC37,0,0.0,0.0,PF3D7_0703300,146.0,Uncharacterized protein
Q8IC38,24,12.56,0.655,PF3D7_0703200,1540.0,Uncharacterized protein
Q8IC39,2,2.29,0.058,PF3D7_0703100,180.0,"Cytosolic iron-sulfur assembly component 2, putative"
Q8IC40,44,19.25,0.836,PF3D7_0703000,1843.0,Uncharacterized protein
Q8IC42,0,0.0,0.0,PF3D7_0702500,253.0,Uncharacterized protein
Q8IC43,0,0.0,0.0,PF3D7_0702400,123.0,Small exported membrane protein 1
Q8IC44,3,7.08,0.367,PF3D7_0702300,594.0,Sporozoite threonine and asparagine-rich protein
Q8IC45,4,30.98,0.937,PF3D7_0702200,424.0,"Lysophospholipase, putative (EC 3.1.1.5)"
Q8IC48,3,2.63,0.077,PF3D7_0701900,964.0,Uncharacterized protein
Q8IC49,1,0.69,0.001,PF3D7_0701800,331.0,Rifin
Q8IC50,5,8.98,0.481,PF3D7_0701700,282.0,Exported protein family 1
Q8ICR0,10,12.63,0.657,PF3D7_0610600,513.0,Calcium-dependent protein kinase 2 (EC 2.7.11.1) (PfCDPK2)
Q8ID12,31,16.52,0.78,PF3D7_1373500,2223.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8ID17,0,0.0,0.0,PF3D7_1369300,420.0,Uncharacterized protein
Q8ID22,21,12.69,0.659,PF3D7_1368800,1700.0,"DNA repair endonuclease XPF, putative (EC 3.1.21.1)"
Q8ID23,7,41.72,0.966,PF3D7_1368700,576.0,"Mitochondrial carrier protein, putative"
Q8ID24,0,0.0,0.0,PF3D7_1368600,92.0,Mitochondrial import inner membrane translocase subunit
Q8ID26,3,4.1,0.165,PF3D7_1368400,320.0,"Ribosomal protein L1, putative"
Q8ID28,2,1.63,0.027,PF3D7_1368100,311.0,"26S proteasome regulatory subunit RPN11, putative"
Q8ID30,6,4.77,0.211,PF3D7_1367800,1182.0,"Secreted ookinete protein, putative"
Q8ID31,15,24.66,0.9,PF3D7_1367700,1408.0,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
Q8ID32,0,0.0,0.0,PF3D7_1367600,222.0,"Ribosome biogenesis protein MRT4, putative"
Q8ID33,7,5.54,0.265,PF3D7_1367500,362.0,"NADH-cytochrome b5 reductase, putative (EC 1.6.2.2)"
Q8ID34,14,4.66,0.203,PF3D7_1367400,1046.0,PUM-HD domain-containing protein
Q8ID35,7,2.04,0.045,PF3D7_1367300,335.0,Uncharacterized protein
Q8ID37,1,15.75,0.761,PF3D7_1367100,423.0,"U1 small nuclear ribonucleoprotein 70 kDa homolog, putative"
Q8ID38,0,0.0,0.0,PF3D7_1367000,162.0,"Suppressor of kinetochore protein 1, putative"
Q8ID39,1,0.62,0.0,PF3D7_1366900,685.0,Uncharacterized protein MAL13P1.336
Q8ID41,5,4.75,0.209,PF3D7_1366700,371.0,Uncharacterized protein
Q8ID42,4,2.89,0.092,PF3D7_1366600,576.0,"Signal recognition particle receptor subunit alpha, putative"
Q8ID43,2,7.84,0.416,PF3D7_1366500,149.0,Nucleoside diphosphate kinase (EC 2.7.4.6)
Q8ID49,0,0.0,0.0,PF3D7_1366000,91.0,Uncharacterized protein
Q8ID50,0,0.0,0.0,PF3D7_1365900,128.0,Ubiquitin-60S ribosomal protein L40
Q8ID52,5,9.71,0.522,PF3D7_1365700,408.0,"SNARE associated Golgi protein, putative"
Q8ID53,5,18.79,0.83,PF3D7_1365600,561.0,"DNA topoisomerase 6 subunit B, putative"
Q8ID54,7,20.94,0.864,PF3D7_1365400,584.0,Ubiquitin-activating enzyme (EC 6.2.1.45)
Q8ID56,0,0.0,0.0,PF3D7_1365100,115.0,"Ribosomal protein S17, putative"
Q8ID58,4,39.24,0.961,PF3D7_1364900,350.0,Ferrochelatase (EC 4.98.1.1)
Q8ID59,0,0.0,0.0,PF3D7_1364800,205.0,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative (EC 2.7.7.6)"
